RESOLUCAO;EMPRESA;AUTORIZACAO;MARCA;PROCESSO;REGISTRO;VENDA E EMPREGO;VENCIMENTO;APRESENTACAO;VALIDADE PRODUTO;CATEGORIA;ASSUNTO PETICAO;EXPEDIENTE PETICAO;VERSAO
RESOLUÇÃO RE Nº 2.690, DE 8 DE Julho DE 2021;TRE CIME HEALTH PRODUTOS ODONTO MEDICO HOSPITALARES LTDA -ME;3.07521-0;ARPOZYME ALKA;25351.361949/2019-42;3.7521.0001.003-6;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;10/2024;BOMBONA PLASTICA OPACA + CAIXA DE PAPELAO;24 Meses;3222020 DETERGENTE ENZIMÁTICO;335 REG. SANEANTES - Cancelamento de Registro de Produto a Pedido;1714306/21-6;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;AGUIA PRODUTOS DE LIMPEZA LTDA-ME;3.02300-4;DESINFETANTE TRIEL;25351.384318/2017-94;3.2300.0010.001-4;PRODUTO DE VENDA LIVRE;02/2028;FRASCO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1614502/21-8;MARINE
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;AGUIA PRODUTOS DE LIMPEZA LTDA-ME;3.02300-4;DESINFETANTE TRIEL;25351.384318/2017-94;3.2300.0010.002-2;PRODUTO DE VENDA LIVRE;02/2028;FRASCO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1614502/21-8;DESAFLORA
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;AGUIA PRODUTOS DE LIMPEZA LTDA-ME;3.02300-4;DESINFETANTE TRIEL;25351.384318/2017-94;3.2300.0010.003-0;PRODUTO DE VENDA LIVRE;02/2028;FRASCO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1614502/21-8;JASMIM
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;AGUIA PRODUTOS DE LIMPEZA LTDA-ME;3.02300-4;DESINFETANTE TRIEL;25351.384318/2017-94;3.2300.0010.004-9;PRODUTO DE VENDA LIVRE;02/2028;FRASCO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1614502/21-8;LAVANDA
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;AGUIA PRODUTOS DE LIMPEZA LTDA-ME;3.02300-4;DESINFETANTE TRIEL;25351.384318/2017-94;3.2300.0010.005-7;PRODUTO DE VENDA LIVRE;02/2028;FRASCO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1614502/21-8;EUCALIPTO
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;AGUIA PRODUTOS DE LIMPEZA LTDA-ME;3.02300-4;DESINFETANTE TRIEL;25351.384318/2017-94;3.2300.0010.006-5;PRODUTO DE VENDA LIVRE;02/2028;FRASCO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1614502/21-8;TALCO
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;AGUIA PRODUTOS DE LIMPEZA LTDA-ME;3.02300-4;DESINFETANTE TRIEL;25351.384318/2017-94;3.2300.0010.007-3;PRODUTO DE VENDA LIVRE;02/2028;FRASCO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1614502/21-8;FLORAL
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;AGUIA PRODUTOS DE LIMPEZA LTDA-ME;3.02300-4;DESINFETANTE TRIEL;25351.384318/2017-94;3.2300.0010.008-1;PRODUTO DE VENDA LIVRE;02/2028;FRASCO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1614502/21-8;LAVANDER
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;AGUIA PRODUTOS DE LIMPEZA LTDA-ME;3.02300-4;DESINFETANTE TRIEL;25351.384318/2017-94;3.2300.0010.009-1;PRODUTO DE VENDA LIVRE;02/2028;FRASCO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1614502/21-8;PINHO
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;AGUIA PRODUTOS DE LIMPEZA LTDA-ME;3.02300-4;ÁGUA SANITÁRIA TRIEL;25351.593965/2016-05;3.2300.0008.001-3;PRODUTO DE VENDA LIVRE;06/2027;FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO;6 Meses;3103033 ÁGUA SANITÁRIA;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1614511/21-7;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;AGUIA PRODUTOS DE LIMPEZA LTDA-ME;3.02300-4;ÁGUA SANITÁRIA TRIEL;25351.593965/2016-05;3.2300.0008.002-1;PRODUTO DE VENDA LIVRE;06/2027;FRASCO DE PLASTICO OPACO COM VALVULA DOSADORA + CAIXA DE PAPELAO;6 Meses;3103033 ÁGUA SANITÁRIA;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1614511/21-7;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;AGUIA PRODUTOS DE LIMPEZA LTDA-ME;3.02300-4;ÁGUA SANITÁRIA TRIEL;25351.593965/2016-05;3.2300.0008.003-1;PRODUTO DE VENDA LIVRE;06/2027;BOMBONA PLASTICA OPACA + CAIXA DE PAPELAO;6 Meses;3103033 ÁGUA SANITÁRIA;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1614511/21-7;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;B F Indústria de Produtos de Limpeza LTDA;3.10007-8;DESINFETANTE PARA USO GERAL BRISA FRESCA;25351.536545/2021-33;3.0007.0001.001-3;PRODUTO DE VENDA LIVRE;07/2031;LAVANDA + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;B F Indústria de Produtos de Limpeza LTDA;3.10007-8;DESINFETANTE PARA USO GERAL BRISA FRESCA;25351.536545/2021-33;3.0007.0001.002-1;PRODUTO DE VENDA LIVRE;07/2031;LAVANDA + BOMBONA PLASTICA TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;B F Indústria de Produtos de Limpeza LTDA;3.10007-8;DESINFETANTE PARA USO GERAL BRISA FRESCA;25351.536545/2021-33;3.0007.0001.003-1;PRODUTO DE VENDA LIVRE;07/2031;PINHO + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;B F Indústria de Produtos de Limpeza LTDA;3.10007-8;DESINFETANTE PARA USO GERAL BRISA FRESCA;25351.536545/2021-33;3.0007.0001.004-8;PRODUTO DE VENDA LIVRE;07/2031;PINHO + BOMBONA PLASTICA TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;B F Indústria de Produtos de Limpeza LTDA;3.10007-8;DESINFETANTE PARA USO GERAL BRISA FRESCA;25351.536545/2021-33;3.0007.0001.005-6;PRODUTO DE VENDA LIVRE;07/2031;ALECRIM + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;B F Indústria de Produtos de Limpeza LTDA;3.10007-8;DESINFETANTE PARA USO GERAL BRISA FRESCA;25351.536545/2021-33;3.0007.0001.006-4;PRODUTO DE VENDA LIVRE;07/2031;ALECRIM + BOMBONA PLASTICA TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;B F Indústria de Produtos de Limpeza LTDA;3.10007-8;DESINFETANTE PARA USO GERAL BRISA FRESCA;25351.536545/2021-33;3.0007.0001.007-2;PRODUTO DE VENDA LIVRE;07/2031;CAPIM LIMÃO + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;B F Indústria de Produtos de Limpeza LTDA;3.10007-8;DESINFETANTE PARA USO GERAL BRISA FRESCA;25351.536545/2021-33;3.0007.0001.008-0;PRODUTO DE VENDA LIVRE;07/2031;CAPIM LIMÃO + BOMBONA PLASTICA TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;BAYER S.A.;3.03222-1;MAXFORCE QUANTUM PROFISSIONAL;25351.417826/2021-98;3.3222.0054.001-3;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;SERINGA PLASTICA + CAIXA DE PAPELAO;48 Meses;3206025 INSETICIDA PARA EMPRESAS ESPECIALIZADAS;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;BAYER S.A.;3.03222-1;MAXFORCE QUANTUM PROFISSIONAL;25351.417826/2021-98;3.3222.0054.002-1;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;SERINGA PLASTICA + CAIXA DE CARTOLINA;48 Meses;3206025 INSETICIDA PARA EMPRESAS ESPECIALIZADAS;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;BRILHOQUIMICA LTDA - ME;3.04315-0;BRILHO QUIMICA CI-90;25351.374376/2010-16;3.4315.0013.001-0;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;12/2025;BOMBONA PLASTICA;24 Meses;3222030 DESINCRUSTANTE ALCALINO;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1343325/21-8;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;BRILHOQUIMICA LTDA - ME;3.04315-0;BRILHO QUIMICA CI-90;25351.374376/2010-16;3.4315.0013.002-9;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;12/2025;TAMBOR METALICO;24 Meses;3222030 DESINCRUSTANTE ALCALINO;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1343325/21-8;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;BRILHOQUIMICA LTDA - ME;3.04315-0;BRILHO QUIMICA CI-90;25351.374376/2010-16;3.4315.0013.003-7;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;12/2025;ACONDICIONAMENTO NAO PREVISTO NA TABELA;24 Meses;3222030 DESINCRUSTANTE ALCALINO;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1343325/21-8;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;CANI INDUSTRIA PRODUTOS DE LIMPEZA LTDA;3.08944-8;DESINFETANTE BELLA VITTA PINHO;25351.007009/2021-25;3.8944.0001.001-7;PRODUTO DE VENDA LIVRE;07/2031;DESINFETANTE BELLA VITA 2Lts + FRASCO DE PLÁSTICO TRANSLÚCIDO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;CANI INDUSTRIA PRODUTOS DE LIMPEZA LTDA;3.08944-8;DESINFETANTE BELLA VITTA PINHO;25351.007009/2021-25;3.8944.0001.002-5;PRODUTO DE VENDA LIVRE;07/2031;DESINFETANTE BELLA VITA 2Lts LAVANDA + FRASCO DE PLÁSTICO TRANSLÚCIDO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;CERAS JOHNSON;3.00063-1;Exposis Casa;25351.468952/2021-19;3.0063.0656.001-7;PRODUTO DE VENDA LIVRE;07/2031;APARELHO + REFIL + CAIXA DE CARTOLINA;24 Meses;3208011 REPELENTE;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;CERAS JOHNSON;3.00063-1;Exposis Casa;25351.468952/2021-19;3.0063.0656.002-5;PRODUTO DE VENDA LIVRE;07/2031;FRASCO DE PLASTICO TRANSPARENTE REFIL + CARTELA DE CARTOLINA;24 Meses;3208011 REPELENTE;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;CERAS JOHNSON;3.00063-1;Baygon 1 Multi Insetos SC Johnson;25351.486221/2021-47;3.0063.0657.001-2;PRODUTO DE VENDA LIVRE;07/2031;LATA AEROSSOL + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3206017 INSETICIDA DE VENDA LIVRE;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;Chemicals Universal Industrial Ltda - EPP;3.05450-1;DESINFETANTE BAC-30D TOTAL REPEL;25351.899493/2020-22;3.5450.0006.001-1;PRODUTO DE VENDA LIVRE,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;12/2030;FRASCO PLÁSTICO OPACO COM GATILHO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;3782 REG. SANEANTES - Retificação de Publicação de Registro;2416445/21-3;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;Chemicals Universal Industrial Ltda - EPP;3.05450-1;DESINFETANTE BAC-30D TOTAL REPEL;25351.899493/2020-22;3.5450.0006.002-8;PRODUTO DE VENDA LIVRE,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;12/2030;FRASCO DE PLASTICO OPACO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;3782 REG. SANEANTES - Retificação de Publicação de Registro;2416445/21-3;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;Chemicals Universal Industrial Ltda - EPP;3.05450-1;DESINFETANTE BAC-30D TOTAL REPEL;25351.899493/2020-22;3.5450.0006.003-6;PRODUTO DE VENDA LIVRE,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;12/2030;GALAO PLASTICO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;3782 REG. SANEANTES - Retificação de Publicação de Registro;2416445/21-3;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;Chemicals Universal Industrial Ltda - EPP;3.05450-1;DESINFETANTE BAC-30D TOTAL REPEL;25351.899493/2020-22;3.5450.0006.004-4;PRODUTO DE VENDA LIVRE,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;12/2030;TAMBOR METALICO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;3782 REG. SANEANTES - Retificação de Publicação de Registro;2416445/21-3;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;Clareza Produtos de limpeza Ltda;3.05520-3;DESENGRAXANTE CL-10 CLAREZA;25351.111595/2020-21;3.5520.0005.002-5;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;06/2030;BOMBONA PLASTICA;12 Meses;3103084 DESENGRAXANTE;331 REG. SANEANTES - Nova versão de Produto;2517148/20-1;METAFLIX AL
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;Clareza Produtos de limpeza Ltda;3.05520-3;DESENGRAXANTE CL-10 CLAREZA;25351.111595/2020-21;3.5520.0005.003-3;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;06/2030;BOMBONA PLASTICA;12 Meses;3103084 DESENGRAXANTE;331 REG. SANEANTES - Nova versão de Produto;2517148/20-1;METAFLIX CI
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;Clareza Produtos de limpeza Ltda;3.05520-3;DESINFETANTE CLAREZA;25351.382722/2018-50;3.5520.0004.003-8;PRODUTO DE VENDA LIVRE;11/2023;BOMBONA PLASTICA OPACA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;331 REG. SANEANTES - Nova versão de Produto;2517098/20-4;BIOFLIX
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;DE SANGOSSE AGROQUÍMICA LTDA;3.02233-3;FIPROTECH;25351.541599/2021-11;3.2233.0120.001-5;PRODUTO DE VENDA LIVRE;07/2031;SACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;36 Meses;3206017 INSETICIDA DE VENDA LIVRE;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;DM INDUSTRIAL E COMERCIAL LTDA;3.03081-4;ÁLCOOL GEL BYT*S;25351.520115/2021-08;3.3081.0001.001-7;PRODUTO DE VENDA LIVRE;07/2031;NATURAL + FRASCO DE PLÁSTICO TRANSLÚCIDO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;DM INDUSTRIAL E COMERCIAL LTDA;3.03081-4;ÁLCOOL GEL BYT*S;25351.520115/2021-08;3.3081.0001.002-5;PRODUTO DE VENDA LIVRE;07/2031;SUAVE PERFUME + FRASCO DE PLÁSTICO TRANSLÚCIDO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;ECOLAB QUÍMICA LTDA;3.00053-9;ADVANTIS 210;25351.289999/2021-18;3.0053.0924.001-5;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;BOMBONA PLASTICA;18 Meses;3222030 DESINCRUSTANTE ALCALINO;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;ECOLAB QUÍMICA LTDA;3.00053-9;ADVANTIS 210;25351.289999/2021-18;3.0053.0924.002-3;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;TAMBOR PLASTICO;18 Meses;3222030 DESINCRUSTANTE ALCALINO;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;ECOLAB QUÍMICA LTDA;3.00053-9;ADVANTIS 210;25351.289999/2021-18;3.0053.0924.003-1;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;ACONDICIONAMENTO NAO PREVISTO NA TABELA;18 Meses;3222030 DESINCRUSTANTE ALCALINO;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;ECOLAB QUÍMICA LTDA;3.00053-9;LIQUID LAUNDRY OXYGEN BLEACH;25351.541415/2021-12;3.0053.0925.001-0;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;Unica + BOMBONA PLASTICA + CAIXA DE PAPELAO;6 Meses;3102017 ALVEJANTE;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;ECOLAB QUÍMICA LTDA;3.00053-9;LIQUID LAUNDRY OXYGEN BLEACH;25351.541415/2021-12;3.0053.0925.002-9;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;Unica + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;6 Meses;3102017 ALVEJANTE;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;ECOLAB QUÍMICA LTDA;3.00053-9;LIQUID LAUNDRY OXYGEN BLEACH;25351.541415/2021-12;3.0053.0925.003-7;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;Unica + TAMBOR PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;6 Meses;3102017 ALVEJANTE;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;ECOLAB QUÍMICA LTDA;3.00053-9;LIQUID LAUNDRY OXYGEN BLEACH;25351.541415/2021-12;3.0053.0925.004-5;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;Unica + ACONDICIONAMENTO NAO PREVISTO NA TABELA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;6 Meses;3102017 ALVEJANTE;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;ECOLAB QUÍMICA LTDA;3.00053-9;LIQUID LAUNDRY CONCENTRATED BUILDER;25351.541458/2021-06;3.0053.0926.001-6;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;Unica + FRASCO + CAIXA DE PAPELAO;36 Meses;3222039 LAVA ROUPAS;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;ECOLAB QUÍMICA LTDA;3.00053-9;LIQUID LAUNDRY CONCENTRATED BUILDER;25351.541458/2021-06;3.0053.0926.002-4;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;Unica + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;36 Meses;3222039 LAVA ROUPAS;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;ECOLAB QUÍMICA LTDA;3.00053-9;LIQUID LAUNDRY CONCENTRATED BUILDER;25351.541458/2021-06;3.0053.0926.003-2;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;Unica + TAMBOR PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;36 Meses;3222039 LAVA ROUPAS;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;ECOLAB QUÍMICA LTDA;3.00053-9;LIQUID LAUNDRY CONCENTRATED BUILDER;25351.541458/2021-06;3.0053.0926.004-0;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;07/2031;Unica + ACONDICIONAMENTO NAO PREVISTO NA TABELA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;36 Meses;3222039 LAVA ROUPAS;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;EVERALDO JUNIOR ELLER EIRELI;3.06882-1;FORTH LESMICIDA FOSFATO FÉRRICO;25351.530450/2021-14;3.6882.0029.001-9;PRODUTO DE VENDA LIVRE;07/2031;SACHET + SACO PLASTICO;24 Meses;3222019 JARDINAGEM AMADORA;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;FABRICA DE SABOES GUARULHENSE LTDA;3.00950-7;DESINFETANTE FORT MIX;25351.015157/2016-74;3.0950.0016.001-9;PRODUTO DE VENDA LIVRE;05/2026;FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1614352/21-6;FLORAL
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;FABRICA DE SABOES GUARULHENSE LTDA;3.00950-7;DESINFETANTE FORT MIX;25351.015157/2016-74;3.0950.0016.002-7;PRODUTO DE VENDA LIVRE;05/2026;BOMBONA PLASTICA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1614352/21-6;FLORAL
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;FABRICA DE SABOES GUARULHENSE LTDA;3.00950-7;DESINFETANTE FORT MIX;25351.015157/2016-74;3.0950.0016.003-5;PRODUTO DE VENDA LIVRE;05/2026;FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1614352/21-6;LAVANDA
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;FABRICA DE SABOES GUARULHENSE LTDA;3.00950-7;DESINFETANTE FORT MIX;25351.015157/2016-74;3.0950.0016.004-3;PRODUTO DE VENDA LIVRE;05/2026;BOMBONA PLASTICA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1614352/21-6;LAVANDA
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;FABRICA DE SABOES GUARULHENSE LTDA;3.00950-7;DESINFETANTE FORT MIX;25351.015157/2016-74;3.0950.0016.005-1;PRODUTO DE VENDA LIVRE;05/2026;FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1614352/21-6;EUCALIPTO
RESOLUÇÃO RE Nº 2.585, DE 1º DE Julho DE 2021;FABRICA DE SABOES GUARULHENSE LTDA;3.00950-7;DESINFETANTE FORT MIX;25351.015157/2016-74;3.0950.0016.006-1;PRODUTO DE VENDA LIVRE;05/2026;BOMBONA PLASTICA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1614352/21-6;EUCALIPTO
